Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
1108654,Credit reporting,,Incorrect information on credit report,Account terms,OR,97376,Web,11/08/2014,11/08/2014,TransUnion,In progress,Yes,
1108810,Debt collection,Federal student loan,Communication tactics,Frequent or repeated calls,WV,25880,Web,11/08/2014,11/08/2014,"Delta Management Associates, Inc.",Closed with explanation,Yes,
1108812,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,MI,48176,Web,11/08/2014,11/08/2014,Equifax,Closed with non-monetary relief,Yes,
1108814,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,CA,94122,Web,11/08/2014,11/08/2014,"United Collection Bureau, Inc.",Closed with explanation,Yes,
1108831,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,GA,30058,Web,11/08/2014,11/08/2014,"Maury Cobb, Attorney at Law, LLC",In progress,Yes,
1108837,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,NV,,Web,11/08/2014,11/08/2014,Arbor Residential Mortgage LLC,In progress,Yes,
1109079,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,AZ,86404,Web,11/08/2014,11/09/2014,Clark County Collection Service,Closed with explanation,Yes,Yes
1108644,Consumer loan,Installment loan,Problems when you are unable to pay,,NC,27587,Web,11/08/2014,11/12/2014,Springleaf Finance Corporation,In progress,Yes,
1108656,Credit reporting,,Incorrect information on credit report,Account terms,LA,70131,Web,11/08/2014,11/08/2014,TransUnion,In progress,Yes,
1108786,Bank account or service,Checking account,Deposits and withdrawals,,TX,75071,Web,11/08/2014,11/08/2014,JPMorgan Chase,Closed with explanation,Yes,
1108789,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,DC,20018,Web,11/08/2014,11/08/2014,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1108793,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,NJ,07105,Web,11/08/2014,11/08/2014,"Pressler & Pressler, LLP",Closed with explanation,Yes,
1108827,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,CA,90068,Web,11/08/2014,11/08/2014,Equifax,In progress,Yes,
1108859,Credit reporting,,Credit reporting company's investigation,Investigation took too long,CA,93309,Web,11/08/2014,11/08/2014,Equifax,Closed with non-monetary relief,Yes,
1108888,Credit card,,Billing statement,,TX,75078,Web,11/08/2014,11/08/2014,Navy FCU,In progress,Yes,
1109031,Consumer loan,Vehicle loan,Taking out the loan or lease,,NC,28135,Web,11/08/2014,11/08/2014,CarFinance Capital LLC,Closed with monetary relief,Yes,
1109072,Mortgage,Home equity loan or line of credit,Credit decision / Underwriting,,CA,91344,Web,11/08/2014,11/09/2014,"First Direct Lending, LLC",Closed with explanation,Yes,
1108944,Debt collection,,Communication tactics,Frequent or repeated calls,WV,25003,Web,11/08/2014,11/08/2014,Phoenix Financial Services LLC,Closed with explanation,Yes,
1109046,Credit card,,Delinquent account,,FL,33318,Web,11/08/2014,11/08/2014,Citibank,Closed with non-monetary relief,Yes,
1108861,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,FL,34110,Web,11/08/2014,11/08/2014,"HCFS Health Care Financial Services, Inc.",Closed with explanation,Yes,
1108877,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,NJ,08021,Web,11/08/2014,11/08/2014,MiraMed Revenue Group LLC,Closed with explanation,Yes,
1109236,Bank account or service,Checking account,Deposits and withdrawals,,OR,97119,Web,11/08/2014,11/09/2014,JPMorgan Chase,Closed,Yes,Yes
1109088,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,KS,66203,Web,11/08/2014,11/09/2014,Equifax,Closed with non-monetary relief,Yes,Yes
1107501,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,MO,65202,Web,11/07/2014,11/07/2014,TransUnion,Closed with explanation,Yes,
1106625,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,CA,94519,Web,11/07/2014,11/07/2014,Flagstar Bank,In progress,Yes,
1108923,Credit reporting,,Incorrect information on credit report,Account status,NY,10024,Web,11/07/2014,11/07/2014,Equifax,Closed with explanation,Yes,Yes
1107337,Debt collection,,Improper contact or sharing of info,Contacted employer after asked not to,NY,11362,Web,11/07/2014,11/07/2014,"ARS National Services, Inc.",In progress,Yes,
1108661,Credit reporting,,Incorrect information on credit report,Information is not mine,GA,31501,Web,11/07/2014,11/07/2014,Equifax,Closed with explanation,Yes,Yes
1108741,Credit reporting,,Incorrect information on credit report,Information is not mine,NM,87507,Web,11/07/2014,11/08/2014,TransUnion,In progress,Yes,
1108378,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,27023,Web,11/07/2014,11/07/2014,Equifax,Closed with explanation,Yes,
1108659,Credit reporting,,Incorrect information on credit report,Account terms,VA,23222,Web,11/07/2014,11/07/2014,Equifax,Closed with explanation,Yes,
1108372,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,OK,73157,Referral,11/07/2014,11/13/2014,"Love, Beal & Nixon, P.C.",Closed with explanation,Yes,
1108216,Debt collection,Medical,Communication tactics,Frequent or repeated calls,CO,80204,Phone,11/07/2014,11/10/2014,"ProCollect, Inc",Closed with explanation,Yes,
1108117,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CO,80241,Web,11/07/2014,11/07/2014,Ocwen,Closed with explanation,Yes,
1108075,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,CA,91205,Web,11/07/2014,11/07/2014,"ATG Credit, LLC",Closed with explanation,Yes,Yes
1108120,Credit reporting,,Incorrect information on credit report,Account status,TX,78234,Web,11/07/2014,11/07/2014,Equifax,Closed with explanation,Yes,
1108059,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,FL,33403,Web,11/07/2014,11/07/2014,Citibank,Closed with explanation,Yes,Yes
1107918,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,FL,32712,Web,11/07/2014,11/07/2014,"Bayview Loan Servicing, LLC",Closed with explanation,Yes,
1107940,Debt collection,,Communication tactics,Frequent or repeated calls,KY,40031,Web,11/07/2014,11/07/2014,Penn Credit Corporation,Closed with explanation,Yes,
1107786,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,PA,19030,Web,11/07/2014,11/07/2014,TransUnion,Closed with non-monetary relief,Yes,
1107747,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,NC,28540,Web,11/07/2014,11/07/2014,Allied Interstate LLC,Closed with non-monetary relief,Yes,
1107686,Credit reporting,,Incorrect information on credit report,Account status,MI,49677,Web,11/07/2014,11/07/2014,Equifax,Closed with explanation,Yes,
1107694,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,92677,Web,11/07/2014,11/07/2014,R & B Corporation of Virginia,Closed with non-monetary relief,Yes,
1107493,Credit reporting,,Incorrect information on credit report,Account status,GA,31738,Web,11/07/2014,11/07/2014,TransUnion,Closed with explanation,Yes,
1107375,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,FL,32835,Web,11/07/2014,11/07/2014,Experian,Closed,Yes,
1107487,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,GA,30127,Web,11/07/2014,11/07/2014,Flagstar Bank,Closed with explanation,Yes,
1107050,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,CT,06455,Referral,11/07/2014,11/13/2014,"Expert Global Solutions, Inc.",In progress,Yes,
1107073,Payday loan,,Charged fees or interest I didn't expect,,PA,15902,Web,11/07/2014,11/07/2014,"Green Trust Cash, LLC",In progress,Yes,
1107082,Consumer loan,Vehicle loan,Managing the loan or lease,,NJ,08618,Web,11/07/2014,11/07/2014,Ally Financial Inc.,In progress,Yes,
1106978,Credit card,,Other,,NY,10016,Web,11/07/2014,11/07/2014,Citibank,Closed with explanation,Yes,
1106988,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,CA,92130,Referral,11/07/2014,11/12/2014,"Expert Global Solutions, Inc.",In progress,Yes,
1107166,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,VA,22203,Web,11/07/2014,11/07/2014,Focus Holding Company,Closed with explanation,Yes,Yes
1106859,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,IL,62208,Web,11/07/2014,11/07/2014,"National Credit Adjusters, LLC",Closed with explanation,Yes,
1106849,Bank account or service,Checking account,Deposits and withdrawals,,NV,89110,Web,11/07/2014,11/07/2014,JPMorgan Chase,Closed with monetary relief,Yes,
1106845,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,VA,23462,Web,11/07/2014,11/07/2014,Ocwen,Closed with monetary relief,Yes,
1106583,Credit reporting,,Incorrect information on credit report,Information is not mine,,89128,Web,11/07/2014,11/07/2014,Equifax,Closed with explanation,Yes,
1106659,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Web,11/07/2014,11/07/2014,Equifax,Closed with explanation,Yes,
1108728,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,AK,99577,Web,11/07/2014,11/08/2014,Equifax,Closed with non-monetary relief,Yes,Yes
1106608,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,94928,Web,11/07/2014,11/07/2014,Equifax,Closed with explanation,Yes,
1107296,Credit reporting,,Incorrect information on credit report,Information is not mine,MD,20877,Web,11/07/2014,11/07/2014,Equifax,In progress,Yes,
1107376,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,FL,32835,Web,11/07/2014,11/07/2014,TransUnion,In progress,Yes,
1108178,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,33774,Web,11/07/2014,11/07/2014,TransUnion,Closed with explanation,Yes,Yes
1108179,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,33774,Web,11/07/2014,11/07/2014,Equifax,Closed with non-monetary relief,Yes,
1108358,Credit reporting,,Credit reporting company's investigation,Investigation took too long,MI,48152,Web,11/07/2014,11/07/2014,Experian,Closed with non-monetary relief,Yes,Yes
1108190,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,WA,98223,Web,11/07/2014,11/07/2014,"Capio Partners, LLC",Closed with non-monetary relief,Yes,
1108218,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,TX,78234,Web,11/07/2014,11/07/2014,TransUnion,In progress,Yes,
1108394,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,03833,Web,11/07/2014,11/07/2014,Equifax,Closed with explanation,Yes,
1106582,Credit reporting,,Incorrect information on credit report,Information is not mine,,89128,Web,11/07/2014,11/07/2014,TransUnion,Closed with non-monetary relief,Yes,
1107731,Credit reporting,,Incorrect information on credit report,Account terms,VA,23222,Web,11/07/2014,11/07/2014,TransUnion,Closed with explanation,Yes,
1108660,Credit reporting,,Incorrect information on credit report,Account terms,VA,23222,Web,11/07/2014,11/07/2014,Equifax,Closed with explanation,Yes,
1108727,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,OR,97062,Web,11/07/2014,11/08/2014,Citibank,Closed with explanation,Yes,
1108393,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,03833,Web,11/07/2014,11/07/2014,TransUnion,Closed with explanation,Yes,
1108188,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,34655,Web,11/07/2014,11/07/2014,TransUnion,In progress,Yes,
1108687,Credit card,,Identity theft / Fraud / Embezzlement,,CA,93257,Phone,11/07/2014,11/10/2014,Citibank,Closed with monetary relief,Yes,
1108755,Credit card,,APR or interest rate,,MI,48420,Web,11/07/2014,11/12/2014,Springleaf Finance Corporation,In progress,Yes,
1108744,Credit reporting,,Incorrect information on credit report,Information is not mine,GA,31501,Web,11/07/2014,11/08/2014,Equifax,Closed with explanation,Yes,
1108733,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NC,27407,Web,11/07/2014,11/08/2014,Equifax,Closed with explanation,Yes,
1108732,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NC,27407,Web,11/07/2014,11/08/2014,TransUnion,Closed with explanation,Yes,
1106860,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,IL,62208,Web,11/07/2014,11/07/2014,HSBC,In progress,Yes,
1106855,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,CT,06010,Web,11/07/2014,11/07/2014,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1106956,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,VA,22406,Web,11/07/2014,11/13/2014,"Expert Global Solutions, Inc.",In progress,Yes,
1107503,Bank account or service,Checking account,Deposits and withdrawals,,MD,20747,Phone,11/07/2014,11/10/2014,Wells Fargo,Closed with explanation,Yes,
1107150,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,TX,75150,Web,11/07/2014,11/07/2014,Equifax,Closed with non-monetary relief,Yes,
1107141,Debt collection,,Communication tactics,Frequent or repeated calls,IL,61727,Web,11/07/2014,11/13/2014,"Diversified Consultants, Inc.",Closed with explanation,Yes,
1107146,Mortgage,Conventional fixed mortgage,Settlement process and costs,,NC,28603,Web,11/07/2014,11/07/2014,"Bayview Loan Servicing, LLC",In progress,Yes,
1107316,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,UT,84663,Web,11/07/2014,11/07/2014,Equifax,In progress,Yes,
1107215,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,75077,Web,11/07/2014,11/07/2014,Experian,In progress,Yes,
1107240,Credit reporting,,Incorrect information on credit report,Information is not mine,MA,01778,Web,11/07/2014,11/07/2014,Experian,Closed with explanation,Yes,
1107499,Credit reporting,,Incorrect information on credit report,Information is not mine,VA,23838,Web,11/07/2014,11/07/2014,Experian,Closed with non-monetary relief,Yes,
1107171,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,10598,Web,11/07/2014,11/07/2014,Equifax,Closed with explanation,Yes,Yes
